('frequent itemsets for pass=', 1, ['a', 'b', 'c', 'd', 'e', 'f', 'g'])
('ele', ('a', 'd'), 'hashkey=', 0, 'hashCount=', 1)
('ele', ('c', 'd', 'k', 'l'), 'hashkey=', 17, 'hashCount=', 11)
('ele', ('c', 'e', 'f', 'g'), 'hashkey=', 8, 'hashCount=', 12)
('ele', ('c', 'e', 'f', 'i'), 'hashkey=', 10, 'hashCount=', 16)
('ele', ('c', 'e', 'f', 'j'), 'hashkey=', 11, 'hashCount=', 16)
('ele', ('c', 'e', 'f', 'k'), 'hashkey=', 12, 'hashCount=', 13)
('ele', ('c', 'e', 'f', 'l'), 'hashkey=', 13, 'hashCount=', 12)
('ele', ('c', 'e', 'g', 'i'), 'hashkey=', 11, 'hashCount=', 17)
('ele', ('c', 'e', 'g', 'j'), 'hashkey=', 12, 'hashCount=', 14)
('ele', ('c', 'e', 'g', 'k'), 'hashkey=', 13, 'hashCount=', 13)
('ele', ('c', 'e', 'g', 'l'), 'hashkey=', 14, 'hashCount=', 13)
('ele', ('c', 'e', 'i', 'j'), 'hashkey=', 14, 'hashCount=', 14)
('ele', ('c', 'e', 'i', 'k'), 'hashkey=', 15, 'hashCount=', 14)
('ele', ('c', 'e', 'i', 'l'), 'hashkey=', 16, 'hashCount=', 13)
('ele', ('c', 'e', 'j', 'k'), 'hashkey=', 16, 'hashCount=', 14)
('ele', ('c', 'e', 'j', 'l'), 'hashkey=', 17, 'hashCount=', 12)
('ele', ('c', 'e', 'k', 'l'), 'hashkey=', 18, 'hashCount=', 8)
('ele', ('c', 'f', 'g', 'i'), 'hashkey=', 12, 'hashCount=', 15)
('ele', ('c', 'f', 'g', 'j'), 'hashkey=', 13, 'hashCount=', 14)
('ele', ('c', 'f', 'g', 'k'), 'hashkey=', 14, 'hashCount=', 15)
('ele', ('c', 'f', 'g', 'l'), 'hashkey=', 15, 'hashCount=', 15)
('ele', ('c', 'f', 'i', 'j'), 'hashkey=', 15, 'hashCount=', 16)
('ele', ('c', 'f', 'i', 'k'), 'hashkey=', 16, 'hashCount=', 15)
('ele', ('c', 'f', 'i', 'l'), 'hashkey=', 17, 'hashCount=', 13)
('ele', ('c', 'f', 'j', 'k'), 'hashkey=', 17, 'hashCount=', 14)
('ele', ('c', 'f', 'j', 'l'), 'hashkey=', 18, 'hashCount=', 9)
('ele', ('c', 'f', 'k', 'l'), 'hashkey=', 19, 'hashCount=', 10)
('ele', ('c', 'g', 'i', 'j'), 'hashkey=', 16, 'hashCount=', 16)
('ele', ('c', 'g', 'i', 'k'), 'hashkey=', 17, 'hashCount=', 15)
('ele', ('c', 'g', 'i', 'l'), 'hashkey=', 18, 'hashCount=', 10)
('ele', ('c', 'g', 'j', 'k'), 'hashkey=', 18, 'hashCount=', 11)
('ele', ('c', 'g', 'j', 'l'), 'hashkey=', 19, 'hashCount=', 11)
('ele', ('c', 'g', 'k', 'l'), 'hashkey=', 0, 'hashCount=', 8)
('ele', ('c', 'i', 'j', 'k'), 'hashkey=', 0, 'hashCount=', 9)
('ele', ('c', 'i', 'j', 'l'), 'hashkey=', 1, 'hashCount=', 7)
('ele', ('c', 'i', 'k', 'l'), 'hashkey=', 2, 'hashCount=', 8)
('ele', ('c', 'j', 'k', 'l'), 'hashkey=', 3, 'hashCount=', 9)
('ele', ('d', 'e', 'f', 'g'), 'hashkey=', 9, 'hashCount=', 15)
('ele', ('d', 'e', 'f', 'i'), 'hashkey=', 11, 'hashCount=', 18)
('ele', ('d', 'e', 'f', 'j'), 'hashkey=', 12, 'hashCount=', 16)
('ele', ('d', 'e', 'f', 'k'), 'hashkey=', 13, 'hashCount=', 15)
('ele', ('d', 'e', 'f', 'l'), 'hashkey=', 14, 'hashCount=', 16)
('ele', ('d', 'e', 'g', 'i'), 'hashkey=', 12, 'hashCount=', 17)
('ele', ('d', 'e', 'g', 'j'), 'hashkey=', 13, 'hashCount=', 16)
('ele', ('d', 'e', 'g', 'k'), 'hashkey=', 14, 'hashCount=', 17)
('ele', ('d', 'e', 'g', 'l'), 'hashkey=', 15, 'hashCount=', 17)
('ele', ('d', 'e', 'i', 'j'), 'hashkey=', 15, 'hashCount=', 18)
('ele', ('d', 'e', 'i', 'k'), 'hashkey=', 16, 'hashCount=', 17)
('ele', ('d', 'e', 'i', 'l'), 'hashkey=', 17, 'hashCount=', 16)
('ele', ('d', 'e', 'j', 'k'), 'hashkey=', 17, 'hashCount=', 17)
('ele', ('d', 'e', 'j', 'l'), 'hashkey=', 18, 'hashCount=', 12)
('ele', ('d', 'e', 'k', 'l'), 'hashkey=', 19, 'hashCount=', 12)
('ele', ('d', 'f', 'g', 'i'), 'hashkey=', 13, 'hashCount=', 17)
('ele', ('d', 'f', 'g', 'j'), 'hashkey=', 14, 'hashCount=', 18)
('ele', ('d', 'f', 'g', 'k'), 'hashkey=', 15, 'hashCount=', 19)
('ele', ('d', 'f', 'g', 'l'), 'hashkey=', 16, 'hashCount=', 18)
('ele', ('d', 'f', 'i', 'j'), 'hashkey=', 16, 'hashCount=', 19)
('ele', ('d', 'f', 'i', 'k'), 'hashkey=', 17, 'hashCount=', 18)
('ele', ('d', 'f', 'i', 'l'), 'hashkey=', 18, 'hashCount=', 13)
('ele', ('d', 'f', 'j', 'k'), 'hashkey=', 18, 'hashCount=', 14)
('ele', ('d', 'f', 'j', 'l'), 'hashkey=', 19, 'hashCount=', 13)
('ele', ('d', 'f', 'k', 'l'), 'hashkey=', 0, 'hashCount=', 10)
('ele', ('d', 'g', 'i', 'j'), 'hashkey=', 17, 'hashCount=', 19)
('ele', ('d', 'g', 'i', 'k'), 'hashkey=', 18, 'hashCount=', 15)
('ele', ('d', 'g', 'i', 'l'), 'hashkey=', 19, 'hashCount=', 14)
('ele', ('d', 'g', 'j', 'k'), 'hashkey=', 19, 'hashCount=', 15)
('ele', ('d', 'g', 'j', 'l'), 'hashkey=', 0, 'hashCount=', 11)
('ele', ('d', 'g', 'k', 'l'), 'hashkey=', 1, 'hashCount=', 8)
('ele', ('d', 'i', 'j', 'k'), 'hashkey=', 1, 'hashCount=', 9)
('ele', ('d', 'i', 'j', 'l'), 'hashkey=', 2, 'hashCount=', 9)
('ele', ('d', 'i', 'k', 'l'), 'hashkey=', 3, 'hashCount=', 10)
('ele', ('d', 'j', 'k', 'l'), 'hashkey=', 4, 'hashCount=', 12)
('ele', ('e', 'f', 'g', 'i'), 'hashkey=', 14, 'hashCount=', 19)
('ele', ('e', 'f', 'g', 'j'), 'hashkey=', 15, 'hashCount=', 20)
('ele', ('e', 'f', 'g', 'k'), 'hashkey=', 16, 'hashCount=', 20)
('ele', ('e', 'f', 'g', 'l'), 'hashkey=', 17, 'hashCount=', 20)
('ele', ('e', 'f', 'i', 'j'), 'hashkey=', 17, 'hashCount=', 21)
('ele', ('e', 'f', 'i', 'k'), 'hashkey=', 18, 'hashCount=', 16)
('ele', ('e', 'f', 'i', 'l'), 'hashkey=', 19, 'hashCount=', 16)
('ele', ('e', 'f', 'j', 'k'), 'hashkey=', 19, 'hashCount=', 17)
('ele', ('e', 'f', 'j', 'l'), 'hashkey=', 0, 'hashCount=', 12)
('ele', ('e', 'f', 'k', 'l'), 'hashkey=', 1, 'hashCount=', 10)
('ele', ('e', 'g', 'i', 'j'), 'hashkey=', 18, 'hashCount=', 17)
('ele', ('e', 'g', 'i', 'k'), 'hashkey=', 19, 'hashCount=', 18)
('ele', ('e', 'g', 'i', 'l'), 'hashkey=', 0, 'hashCount=', 13)
('ele', ('e', 'g', 'j', 'k'), 'hashkey=', 0, 'hashCount=', 14)
('ele', ('e', 'g', 'j', 'l'), 'hashkey=', 1, 'hashCount=', 11)
('ele', ('e', 'g', 'k', 'l'), 'hashkey=', 2, 'hashCount=', 10)
('ele', ('e', 'i', 'j', 'k'), 'hashkey=', 2, 'hashCount=', 11)
('ele', ('e', 'i', 'j', 'l'), 'hashkey=', 3, 'hashCount=', 11)
('ele', ('e', 'i', 'k', 'l'), 'hashkey=', 4, 'hashCount=', 13)
('ele', ('e', 'j', 'k', 'l'), 'hashkey=', 5, 'hashCount=', 12)
('ele', ('f', 'g', 'i', 'j'), 'hashkey=', 19, 'hashCount=', 19)
('ele', ('f', 'g', 'i', 'k'), 'hashkey=', 0, 'hashCount=', 15)
('ele', ('f', 'g', 'i', 'l'), 'hashkey=', 1, 'hashCount=', 12)
('ele', ('f', 'g', 'j', 'k'), 'hashkey=', 1, 'hashCount=', 13)
('ele', ('f', 'g', 'j', 'l'), 'hashkey=', 2, 'hashCount=', 12)
('ele', ('f', 'g', 'k', 'l'), 'hashkey=', 3, 'hashCount=', 12)
('ele', ('f', 'i', 'j', 'k'), 'hashkey=', 3, 'hashCount=', 13)
('ele', ('f', 'i', 'j', 'l'), 'hashkey=', 4, 'hashCount=', 14)
('ele', ('f', 'i', 'k', 'l'), 'hashkey=', 5, 'hashCount=', 13)
('ele', ('f', 'j', 'k', 'l'), 'hashkey=', 6, 'hashCount=', 11)
('ele', ('g', 'i', 'j', 'k'), 'hashkey=', 4, 'hashCount=', 15)
('ele', ('g', 'i', 'j', 'l'), 'hashkey=', 5, 'hashCount=', 14)
('ele', ('g', 'i', 'k', 'l'), 'hashkey=', 6, 'hashCount=', 12)
('ele', ('g', 'j', 'k', 'l'), 'hashkey=', 7, 'hashCount=', 11)
('ele', ('i', 'j', 'k', 'l'), 'hashkey=', 9, 'hashCount=', 16)
('ele', ('b', 'c', 'd', 'e'), 'hashkey=', 1, 'hashCount=', 14)
('hashtable', {0: 15, 1: 14, 2: 12, 3: 13, 4: 15, 5: 14, 6: 12, 7: 11, 8: 12, 9: 16, 10: 16, 11: 18, 12: 17, 13: 17, 14: 19, 15: 20, 16: 20, 17: 21, 18: 17, 19: 19}, 'pass', 4)
('hashtable in bitmap', {0: 15, 1: 14, 2: 12, 3: 13, 4: 15, 5: 14, 6: 12, 7: 11, 8: 12, 9: 16, 10: 16, 11: 18, 12: 17, 13: 17, 14: 19, 15: 20, 16: 20, 17: 21, 18: 17, 19: 19})
0
('bitmap', 1048575)
('line=', ['a', 'd', 'e'])
('line=', ['b', 'd', 'e', 'f'])
('line=', ['a', 'c', 'd', 'e'])
('line=', ['a', 'b', 'c', 'f', 'g', 'i'])
('line=', ['a', 'c', 'e', 'f', 'g'])
('line=', ['a', 'b'])
('line=', ['e', 'f'])
('line=', ['a', 'c', 'e'])
('line=', ['a', 'b', 'c', 'f', 'g', 'h'])
('line=', ['a', 'b', 'c'])
('line=', ['a', 'b'])
('line=', ['a', 'b', 'c'])
('line=', ['b', 'd', 'e', 'f', 'i', 'j', 'k', 'l'])
('line=', ['b', 'c', 'd', 'e', 'f', 'g', 'i', 'j', 'k', 'l'])
('line=', ['a'])
('line=', ['a', 'c', 'e'])
('line=', ['b', 'c', 'd', 'e'])
('line=', ['a', 'c'])
('line=', ['a', 'b', 'c'])
('line=', ['a', 'b', 'f'])
('previousFrequentItemsetsssssssssssssssssssssssss', [('a', 'b', 'c'), ('a', 'c', 'e'), ('b', 'd', 'e'), ('c', 'f', 'g')])
('paaaaaas=', 4, 'subset', ('b', 'f', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'c', 'f'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'f', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('g', 'j', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'd', 'g'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'f', 'j'))
('paaaaaas=', 4, 'subset', ('a', 'e', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('b', 'g', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'd', 'e'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('d', 'j', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'g', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'e', 'g'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'e', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('e', 'g', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'i', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'g', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('f', 'g', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('d', 'g', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('e', 'g', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'e', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'i', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('f', 'i', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('b', 'g', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'g', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'c', 'h'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('e', 'i', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'j', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'e', 'f'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'e', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'f', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'f', 'j'))
('paaaaaas=', 4, 'subset', ('d', 'g', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'g', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('g', 'i', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'g', 'h'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('d', 'g', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('a', 'f', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'g', 'h'))
('paaaaaas=', 4, 'subset', ('c', 'j', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('f', 'i', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'e', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'f', 'k'))
('paaaaaas=', 4, 'subset', ('d', 'i', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'f', 'k'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('e', 'j', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'e', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('f', 'i', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'd', 'f'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'f', 'h'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'c', 'g'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'f', 'k'))
('paaaaaas=', 4, 'subset', ('f', 'g', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('f', 'g', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'i', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'e', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('a', 'f', 'g', 'h'))
('paaaaaas=', 4, 'subset', ('e', 'i', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('f', 'g', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('g', 'i', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'f', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'e', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'f', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('b', 'g', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'i', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'e', 'k'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'e', 'f'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'e', 'g'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'i', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'f', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'f', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'f', 'l'))
('paaaaaas=', 4, 'subset', ('e', 'i', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('e', 'g', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'c', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'e', 'j'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'i', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('f', 'j', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('g', 'i', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'd', 'i'))
('paaaaaas=', 4, 'subset', ('f', 'g', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'e', 'f'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('e', 'g', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'e', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'f', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'f', 'h'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'd', 'j'))
('paaaaaas=', 4, 'subset', ('a', 'b', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'g', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'f', 'i'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'f', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'g', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('e', 'g', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'f', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'f', 'l'))
('paaaaaas=', 4, 'subset', ('e', 'g', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'i', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'i', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('i', 'j', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'g', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'd', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'g', 'i'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'd', 'e'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'g', 'h'))
('paaaaaas=', 4, 'subset', ('b', 'g', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'e', 'k'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'f', 'k'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'g', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('d', 'g', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'g', 'j'))
('paaaaaas=', 4, 'subset', ('e', 'f', 'i', 'l'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'e', 'g'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'e', 'f'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'd', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'g', 'h'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'f', 'j'))
('paaaaaas=', 4, 'subset', ('b', 'e', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('d', 'g', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('c', 'd', 'e', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'f', 'g'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'f', 'h'))
('paaaaaas=', 4, 'subset', ('b', 'g', 'i', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'e', 'f', 'l'))
('paaaaaas=', 4, 'subset', ('f', 'g', 'i', 'j'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('a', 'c', 'g', 'h'))
('paaaaaas=', 4, 'subset', ('b', 'f', 'g', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'k', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'c', 'j', 'k'))
('paaaaaas=', 4, 'subset', ('c', 'f', 'g', 'k'))
('paaaaaas=', 4, 'subset', ('d', 'e', 'j', 'l'))
('paaaaaas=', 4, 'subset', ('b', 'd', 'e', 'g'))
('candidate key', ('b', 'f', 'j', 'k'), 'frequency', 2)
('candidate key', ('b', 'c', 'k', 'l'), 'frequency', 1)
('candidate key', ('c', 'e', 'k', 'l'), 'frequency', 1)
('candidate key', ('a', 'b', 'f', 'i'), 'frequency', 1)
('candidate key', ('a', 'b', 'c', 'f'), 'frequency', 2)
('candidate key', ('d', 'e', 'g', 'i'), 'frequency', 1)
('candidate key', ('c', 'd', 'f', 'j'), 'frequency', 1)
